lang,problem,model,experiment,pass@1,pass@10,pass@100
lua,HumanEval_31_is_prime,davinci,reworded,0.99,1.00,1.00
php,HumanEval_148_bf,davinci,keep,0.50,NA,NA
d,HumanEval_121_solution,incoder,transform,0.00,NA,NA
sh,HumanEval_132_is_nested,incoder,reworded,0.00,0.00,0.00
py,HumanEval_129_minPath,incoder,keep,0.00,NA,NA
py,HumanEval_71_triangle_area,incoder,transform,0.00,NA,NA
php,HumanEval_8_sum_product,davinci,transform,1.00,NA,NA
cpp,HumanEval_145_order_by_points,incoder,transform,0.00,NA,NA
php,HumanEval_138_is_equal_to_sum_even,incoder,transform,0.00,NA,NA
java,HumanEval_60_sum_to_n,incoder,remove,0.95,NA,NA
d,HumanEval_19_sort_numbers,davinci,keep,0.00,NA,NA
d,HumanEval_9_rolling_max,incoder,remove,0.00,NA,NA
cpp,HumanEval_28_concatenate,davinci,remove,1.00,NA,NA
rs,HumanEval_33_sort_third,incoder,remove,0.00,NA,NA
ts,HumanEval_81_numerical_letter_grade,incoder,reworded,0.12,0.05,0.50
ts,HumanEval_16_count_distinct_characters,davinci,keep,0.41,NA,NA
go,HumanEval_72_will_it_fly,incoder,remove,0.00,NA,NA
go,HumanEval_108_count_nums,incoder,remove,0.00,NA,NA
rkt,HumanEval_112_reverse_delete,davinci,transform,0.14,NA,NA
php,HumanEval_42_incr_list,davinci,remove,0.99,NA,NA
js,HumanEval_66_digitSum,incoder,remove,0.04,NA,NA
scala,HumanEval_12_longest,davinci,reworded,0.00,0.00,0.00
d,HumanEval_61_correct_bracketing,incoder,keep,0.00,NA,NA
cs,HumanEval_95_check_dict_case,davinci,reworded,0.01,0.52,1.00
jl,HumanEval_136_largest_smallest_integers,incoder,transform,0.00,NA,NA
scala,HumanEval_2_truncate_number,davinci,transform,0.79,NA,NA
jl,HumanEval_117_select_words,incoder,keep,0.00,NA,NA
r,HumanEval_19_sort_numbers,davinci,transform,0.01,NA,NA
ts,HumanEval_22_filter_integers,incoder,keep,0.01,NA,NA
scala,HumanEval_108_count_nums,incoder,transform,0.00,NA,NA
swift,HumanEval_81_numerical_letter_grade,davinci,transform,0.10,NA,NA
ts,HumanEval_44_change_base,incoder,remove,0.01,NA,NA
go,HumanEval_63_fibfib,davinci,remove,0.96,NA,NA
ts,HumanEval_29_filter_by_prefix,incoder,keep,0.01,NA,NA
cs,HumanEval_60_sum_to_n,davinci,keep,1.00,NA,NA
swift,HumanEval_87_get_row,incoder,transform,0.00,NA,NA
rkt,HumanEval_64_vowels_count,incoder,remove,0.00,NA,NA
java,HumanEval_111_histogram,davinci,transform,0.00,NA,NA
d,HumanEval_133_sum_squares,incoder,transform,0.00,NA,NA
go,HumanEval_71_triangle_area,incoder,remove,0.00,NA,NA
cpp,HumanEval_146_specialFilter,davinci,remove,0.43,NA,NA
js,HumanEval_16_count_distinct_characters,incoder,remove,0.02,NA,NA
rb,HumanEval_4_mean_absolute_deviation,davinci,keep,0.05,NA,NA
d,HumanEval_91_is_bored,davinci,transform,0.00,NA,NA
jl,HumanEval_5_intersperse,incoder,transform,0.00,NA,NA
scala,HumanEval_56_correct_bracketing,incoder,reworded,0.00,0.00,0.00
jl,HumanEval_125_split_words,incoder,transform,0.00,NA,NA
py,HumanEval_75_is_multiply_prime,davinci,remove,0.01,NA,NA
js,HumanEval_123_get_odd_collatz,davinci,transform,0.00,NA,NA
lua,HumanEval_140_fix_spaces,davinci,reworded,0.00,0.10,0.75
java,HumanEval_107_even_odd_palindrome,davinci,transform,0.00,NA,NA
rb,HumanEval_6_parse_nested_parens,incoder,transform,0.00,NA,NA
jl,HumanEval_17_parse_music,incoder,reworded,0.00,0.00,0.00
go,HumanEval_87_get_row,davinci,reworded,0.00,0.00,0.00
rb,HumanEval_150_x_or_y,davinci,keep,0.00,NA,NA
js,HumanEval_147_get_max_triples,incoder,remove,0.00,NA,NA
jl,HumanEval_110_exchange,davinci,remove,0.09,NA,NA
rkt,HumanEval_103_rounded_avg,davinci,remove,0.00,NA,NA
cs,HumanEval_3_below_zero,incoder,reworded,0.15,0.27,0.99
scala,HumanEval_51_remove_vowels,incoder,keep,0.33,NA,NA
r,HumanEval_76_is_simple_power,davinci,transform,0.10,NA,NA
py,HumanEval_42_incr_list,incoder,remove,0.20,NA,NA
cpp,HumanEval_147_get_max_triples,davinci,reworded,0.22,0.97,1.00
rb,HumanEval_112_reverse_delete,incoder,reworded,0.00,0.00,0.00
scala,HumanEval_48_is_palindrome,davinci,reworded,0.99,1.00,1.00
rs,HumanEval_100_make_a_pile,davinci,keep,0.00,NA,NA
r,HumanEval_5_intersperse,incoder,transform,0.08,NA,NA
py,HumanEval_25_factorize,davinci,keep,0.96,NA,NA
go,HumanEval_8_sum_product,davinci,reworded,0.92,1.00,1.00
scala,HumanEval_55_fib,incoder,reworded,0.09,0.84,1.00
js,HumanEval_136_largest_smallest_integers,davinci,keep,0.92,NA,NA
go,HumanEval_72_will_it_fly,davinci,keep,0.53,NA,NA
rs,HumanEval_45_triangle_area,davinci,keep,1.00,NA,NA
java,HumanEval_138_is_equal_to_sum_even,incoder,keep,0.00,NA,NA
cpp,HumanEval_133_sum_squares,davinci,transform,1.00,NA,NA
go,HumanEval_53_add,incoder,keep,1.00,NA,NA
java,HumanEval_33_sort_third,davinci,transform,0.01,NA,NA
lua,HumanEval_24_largest_divisor,davinci,reworded,0.76,1.00,1.00
cpp,HumanEval_155_even_odd_count,incoder,keep,0.00,NA,NA
rb,HumanEval_153_Strongest_Extension,davinci,transform,0.11,NA,NA
swift,HumanEval_82_prime_length,incoder,transform,0.00,NA,NA
java,HumanEval_112_reverse_delete,davinci,reworded,0.00,0.00,0.00
lua,HumanEval_125_split_words,davinci,keep,0.00,NA,NA
rb,HumanEval_152_compare,davinci,transform,0.99,NA,NA
swift,HumanEval_12_longest,incoder,transform,0.56,NA,NA
js,HumanEval_33_sort_third,davinci,remove,0.07,NA,NA
php,HumanEval_138_is_equal_to_sum_even,davinci,remove,0.08,NA,NA
r,HumanEval_134_check_if_last_char_is_a_letter,incoder,keep,0.00,NA,NA
go,HumanEval_9_rolling_max,davinci,reworded,0.59,1.00,1.00
cpp,HumanEval_121_solution,davinci,transform,1.00,NA,NA
cpp,HumanEval_63_fibfib,incoder,remove,0.04,NA,NA
cpp,HumanEval_73_smallest_change,incoder,reworded,0.02,0.19,0.94
scala,HumanEval_93_encode,incoder,remove,0.00,NA,NA
d,HumanEval_112_reverse_delete,incoder,keep,0.00,NA,NA
pl,HumanEval_18_how_many_times,incoder,remove,0.03,NA,NA
rs,HumanEval_52_below_threshold,davinci,keep,0.90,NA,NA
lua,HumanEval_77_iscube,davinci,remove,0.00,NA,NA
pl,HumanEval_146_specialFilter,incoder,remove,0.00,NA,NA
go,HumanEval_20_find_closest_elements,davinci,reworded,0.00,0.00,0.00
php,HumanEval_45_triangle_area,incoder,reworded,0.00,0.19,0.94
sh,HumanEval_152_compare,incoder,remove,0.00,NA,NA
java,HumanEval_77_iscube,davinci,transform,0.10,NA,NA
py,HumanEval_114_minSubArraySum,davinci,transform,0.22,NA,NA
cs,HumanEval_79_decimal_to_binary,davinci,remove,0.29,NA,NA
cpp,HumanEval_100_make_a_pile,davinci,reworded,0.10,0.57,1.00
swift,HumanEval_3_below_zero,incoder,remove,0.07,NA,NA
js,HumanEval_107_even_odd_palindrome,incoder,transform,0.00,NA,NA
py,HumanEval_127_intersection,davinci,remove,0.00,NA,NA
cpp,HumanEval_163_generate_integers,incoder,transform,0.00,NA,NA
cpp,HumanEval_46_fib4,davinci,remove,0.19,NA,NA
lua,HumanEval_153_Strongest_Extension,davinci,reworded,0.03,0.80,1.00
ts,HumanEval_77_iscube,incoder,transform,0.00,NA,NA
rb,HumanEval_51_remove_vowels,incoder,transform,0.00,NA,NA
rkt,HumanEval_120_maximum,davinci,reworded,0.01,0.10,0.75
py,HumanEval_48_is_palindrome,davinci,keep,1.00,NA,NA
d,HumanEval_73_smallest_change,incoder,keep,0.00,NA,NA
php,HumanEval_43_pairs_sum_to_zero,davinci,keep,0.69,NA,NA
rb,HumanEval_162_string_to_md5,incoder,keep,0.00,NA,NA
swift,HumanEval_123_get_odd_collatz,incoder,transform,0.00,NA,NA
lua,HumanEval_104_unique_digits,davinci,transform,0.44,NA,NA
cs,HumanEval_20_find_closest_elements,incoder,remove,0.00,NA,NA
cs,HumanEval_132_is_nested,davinci,keep,0.00,NA,NA
pl,HumanEval_24_largest_divisor,incoder,reworded,0.00,0.05,0.50
go,HumanEval_91_is_bored,incoder,keep,0.00,NA,NA
ts,HumanEval_86_anti_shuffle,davinci,keep,0.80,NA,NA
java,HumanEval_62_derivative,incoder,keep,0.00,NA,NA
php,HumanEval_47_median,incoder,reworded,0.00,0.00,0.00
ts,HumanEval_100_make_a_pile,davinci,reworded,0.64,0.60,1.00
js,HumanEval_122_add_elements,incoder,reworded,0.00,0.00,0.00
go,HumanEval_88_sort_array,davinci,transform,0.00,NA,NA
r,HumanEval_126_is_sorted,davinci,transform,0.00,NA,NA
pl,HumanEval_55_fib,incoder,transform,0.19,NA,NA
d,HumanEval_44_change_base,incoder,reworded,0.00,0.00,0.00
rkt,HumanEval_13_greatest_common_divisor,incoder,reworded,0.00,0.71,1.00
cpp,HumanEval_72_will_it_fly,incoder,transform,0.05,NA,NA
lua,HumanEval_144_simplify,incoder,reworded,0.00,0.00,0.00
jl,HumanEval_159_eat,incoder,transform,0.00,NA,NA
go,HumanEval_122_add_elements,incoder,transform,0.00,NA,NA
scala,HumanEval_151_double_the_difference,davinci,transform,0.02,NA,NA
rs,HumanEval_140_fix_spaces,incoder,remove,0.00,NA,NA
rb,HumanEval_92_any_int,davinci,transform,0.96,NA,NA
rb,HumanEval_72_will_it_fly,davinci,keep,0.73,NA,NA
cs,HumanEval_99_closest_integer,davinci,keep,0.01,NA,NA
scala,HumanEval_20_find_closest_elements,incoder,keep,0.01,NA,NA
php,HumanEval_112_reverse_delete,incoder,reworded,0.00,0.00,0.00
d,HumanEval_121_solution,davinci,keep,0.96,NA,NA
r,HumanEval_52_below_threshold,incoder,keep,0.46,NA,NA
pl,HumanEval_163_generate_integers,davinci,remove,0.00,NA,NA
pl,HumanEval_114_minSubArraySum,incoder,keep,0.00,NA,NA
py,HumanEval_10_make_palindrome,davinci,remove,0.05,NA,NA
rb,HumanEval_145_order_by_points,incoder,remove,0.00,NA,NA
rkt,HumanEval_77_iscube,davinci,keep,0.06,NA,NA
pl,HumanEval_67_fruit_distribution,davinci,reworded,0.97,1.00,1.00
ts,HumanEval_64_vowels_count,incoder,keep,0.00,NA,NA
jl,HumanEval_145_order_by_points,davinci,reworded,0.00,0.00,0.00
java,HumanEval_102_choose_num,davinci,keep,0.08,NA,NA
sh,HumanEval_26_remove_duplicates,davinci,transform,0.08,NA,NA
cpp,HumanEval_106_f,incoder,remove,0.00,NA,NA
sh,HumanEval_59_largest_prime_factor,incoder,transform,0.01,NA,NA
go,HumanEval_78_hex_key,davinci,reworded,0.70,1.00,1.00
java,HumanEval_114_minSubArraySum,incoder,remove,0.00,NA,NA
cpp,HumanEval_33_sort_third,incoder,reworded,0.00,0.00,0.00
js,HumanEval_61_correct_bracketing,incoder,reworded,0.00,0.14,0.88
d,HumanEval_45_triangle_area,incoder,remove,0.01,NA,NA
cs,HumanEval_9_rolling_max,davinci,remove,0.00,NA,NA
cpp,HumanEval_78_hex_key,incoder,keep,0.00,NA,NA
cpp,HumanEval_153_Strongest_Extension,davinci,remove,0.05,NA,NA
scala,HumanEval_152_compare,incoder,reworded,0.00,0.38,1.00
lua,HumanEval_150_x_or_y,davinci,transform,0.00,NA,NA
rb,HumanEval_130_tri,davinci,transform,0.00,NA,NA
cs,HumanEval_162_string_to_md5,davinci,remove,0.00,NA,NA
java,HumanEval_110_exchange,davinci,transform,0.01,NA,NA
ts,HumanEval_127_intersection,incoder,transform,0.00,NA,NA
py,HumanEval_63_fibfib,incoder,remove,0.15,NA,NA
lua,HumanEval_115_max_fill,incoder,remove,0.00,NA,NA
php,HumanEval_109_move_one_ball,davinci,transform,0.02,NA,NA
cpp,HumanEval_79_decimal_to_binary,davinci,keep,0.01,NA,NA
jl,HumanEval_102_choose_num,incoder,keep,0.00,NA,NA
go,HumanEval_56_correct_bracketing,davinci,keep,0.75,NA,NA
go,HumanEval_3_below_zero,davinci,keep,1.00,NA,NA
go,HumanEval_100_make_a_pile,davinci,keep,0.06,NA,NA
go,HumanEval_88_sort_array,incoder,reworded,0.00,0.00,0.00
ts,HumanEval_24_largest_divisor,davinci,transform,1.00,NA,NA
pl,HumanEval_11_string_xor,davinci,transform,0.05,NA,NA
sh,HumanEval_162_string_to_md5,incoder,remove,0.00,NA,NA
go,HumanEval_89_encrypt,davinci,reworded,0.00,0.44,1.00
py,HumanEval_104_unique_digits,incoder,reworded,0.01,0.00,0.00
ts,HumanEval_48_is_palindrome,davinci,remove,0.99,NA,NA
ts,HumanEval_126_is_sorted,davinci,reworded,0.00,0.05,0.50
d,HumanEval_119_match_parens,incoder,remove,0.00,NA,NA
sh,HumanEval_124_valid_date,incoder,remove,0.00,NA,NA
pl,HumanEval_112_reverse_delete,incoder,remove,0.03,NA,NA
sh,HumanEval_94_skjkasdkd,incoder,reworded,0.00,0.00,0.00
go,HumanEval_132_is_nested,davinci,remove,0.00,NA,NA
swift,HumanEval_48_is_palindrome,incoder,remove,0.00,NA,NA
cpp,HumanEval_90_next_smallest,davinci,reworded,0.80,1.00,1.00
lua,HumanEval_17_parse_music,incoder,transform,0.00,NA,NA
sh,HumanEval_16_count_distinct_characters,davinci,transform,0.24,NA,NA
rs,HumanEval_135_can_arrange,davinci,keep,0.08,NA,NA
cs,HumanEval_80_is_happy,davinci,keep,0.55,NA,NA
lua,HumanEval_124_valid_date,incoder,reworded,0.19,0.00,0.00
jl,HumanEval_109_move_one_ball,davinci,reworded,0.00,0.34,1.00
rkt,HumanEval_86_anti_shuffle,incoder,reworded,0.00,0.00,0.00
scala,HumanEval_107_even_odd_palindrome,incoder,reworded,0.00,0.00,0.00
js,HumanEval_86_anti_shuffle,incoder,remove,0.05,NA,NA
go,HumanEval_14_all_prefixes,davinci,transform,0.99,NA,NA
d,HumanEval_90_next_smallest,davinci,remove,0.01,NA,NA
d,HumanEval_109_move_one_ball,davinci,keep,0.00,NA,NA
rb,HumanEval_57_monotonic,davinci,remove,0.26,NA,NA
scala,HumanEval_124_valid_date,incoder,transform,0.01,NA,NA
java,HumanEval_105_by_length,incoder,remove,0.01,NA,NA
swift,HumanEval_28_concatenate,davinci,transform,1.00,NA,NA
sh,HumanEval_120_maximum,incoder,keep,0.00,NA,NA
lua,HumanEval_105_by_length,incoder,keep,0.00,NA,NA
go,HumanEval_105_by_length,incoder,transform,0.00,NA,NA
java,HumanEval_81_numerical_letter_grade,incoder,reworded,0.00,0.05,0.50
scala,HumanEval_80_is_happy,davinci,keep,0.02,NA,NA
pl,HumanEval_162_string_to_md5,incoder,keep,0.00,NA,NA
ts,HumanEval_120_maximum,davinci,remove,0.06,NA,NA
php,HumanEval_107_even_odd_palindrome,incoder,remove,0.00,NA,NA
sh,HumanEval_147_get_max_triples,davinci,reworded,0.81,0.96,1.00
php,HumanEval_59_largest_prime_factor,davinci,reworded,0.99,1.00,1.00
swift,HumanEval_109_move_one_ball,davinci,keep,0.24,NA,NA
cpp,HumanEval_141_file_name_check,incoder,reworded,0.00,0.00,0.00
rs,HumanEval_109_move_one_ball,davinci,transform,0.03,NA,NA
ts,HumanEval_16_count_distinct_characters,incoder,reworded,0.00,0.31,0.99
rb,HumanEval_86_anti_shuffle,incoder,remove,0.01,NA,NA
swift,HumanEval_26_remove_duplicates,davinci,remove,0.00,NA,NA
pl,HumanEval_157_right_angle_triangle,incoder,reworded,0.00,0.00,0.00
pl,HumanEval_147_get_max_triples,davinci,keep,0.29,NA,NA
scala,HumanEval_151_double_the_difference,incoder,transform,0.00,NA,NA
ts,HumanEval_96_count_up_to,davinci,keep,0.05,NA,NA
swift,HumanEval_118_get_closest_vowel,incoder,remove,0.00,NA,NA
r,HumanEval_77_iscube,incoder,reworded,0.00,0.00,0.00
pl,HumanEval_89_encrypt,davinci,transform,0.22,NA,NA
cpp,HumanEval_104_unique_digits,davinci,remove,0.60,NA,NA
java,HumanEval_94_skjkasdkd,davinci,remove,0.00,NA,NA
cpp,HumanEval_98_count_upper,davinci,reworded,0.23,1.00,1.00
pl,HumanEval_108_count_nums,incoder,transform,0.00,NA,NA
jl,HumanEval_122_add_elements,incoder,keep,0.00,NA,NA
pl,HumanEval_106_f,davinci,remove,0.00,NA,NA
cpp,HumanEval_64_vowels_count,incoder,remove,0.00,NA,NA
php,HumanEval_52_below_threshold,incoder,remove,0.00,NA,NA
cs,HumanEval_33_sort_third,incoder,remove,0.00,NA,NA
py,HumanEval_90_next_smallest,incoder,reworded,0.00,0.00,0.00
pl,HumanEval_75_is_multiply_prime,davinci,reworded,0.01,0.10,0.75
go,HumanEval_95_check_dict_case,davinci,keep,0.00,NA,NA
ts,HumanEval_39_prime_fib,incoder,transform,0.00,NA,NA
ts,HumanEval_60_sum_to_n,incoder,keep,0.94,NA,NA
d,HumanEval_5_intersperse,davinci,keep,0.31,NA,NA
go,HumanEval_116_sort_array,incoder,keep,0.00,NA,NA
java,HumanEval_14_all_prefixes,incoder,transform,0.00,NA,NA
r,HumanEval_133_sum_squares,incoder,transform,0.00,NA,NA
d,HumanEval_141_file_name_check,davinci,remove,0.03,NA,NA
r,HumanEval_146_specialFilter,davinci,reworded,0.03,0.44,1.00
swift,HumanEval_28_concatenate,davinci,reworded,1.00,1.00,1.00
pl,HumanEval_67_fruit_distribution,incoder,keep,0.00,NA,NA
r,HumanEval_87_get_row,davinci,reworded,0.00,0.00,0.00
rs,HumanEval_151_double_the_difference,incoder,reworded,0.00,0.00,0.00
sh,HumanEval_45_triangle_area,davinci,keep,0.01,NA,NA
pl,HumanEval_9_rolling_max,incoder,remove,0.03,NA,NA
cs,HumanEval_57_monotonic,incoder,transform,0.02,NA,NA
lua,HumanEval_87_get_row,incoder,reworded,0.00,0.00,0.00
java,HumanEval_140_fix_spaces,davinci,remove,0.02,NA,NA
r,HumanEval_137_compare_one,incoder,transform,0.01,NA,NA
scala,HumanEval_96_count_up_to,davinci,transform,0.10,NA,NA
rs,HumanEval_147_get_max_triples,davinci,reworded,0.02,0.84,1.00
js,HumanEval_146_specialFilter,incoder,remove,0.00,NA,NA
jl,HumanEval_3_below_zero,incoder,remove,0.00,NA,NA
rkt,HumanEval_97_multiply,incoder,remove,0.00,NA,NA
rb,HumanEval_96_count_up_to,davinci,transform,0.11,NA,NA
lua,HumanEval_113_odd_count,davinci,transform,0.52,NA,NA
cpp,HumanEval_94_skjkasdkd,davinci,reworded,0.52,0.94,1.00
py,HumanEval_86_anti_shuffle,incoder,keep,0.01,NA,NA
ts,HumanEval_6_parse_nested_parens,davinci,keep,0.26,NA,NA
java,HumanEval_119_match_parens,davinci,reworded,0.00,0.05,0.50
sh,HumanEval_69_search,davinci,keep,0.31,NA,NA
rkt,HumanEval_31_is_prime,davinci,keep,0.39,NA,NA
d,HumanEval_46_fib4,incoder,keep,0.00,NA,NA
js,HumanEval_25_factorize,incoder,transform,0.03,NA,NA
cpp,HumanEval_73_smallest_change,incoder,transform,0.01,NA,NA
php,HumanEval_97_multiply,davinci,transform,0.78,NA,NA
swift,HumanEval_150_x_or_y,davinci,transform,0.00,NA,NA
cpp,HumanEval_101_words_string,davinci,reworded,0.08,0.60,1.00
cpp,HumanEval_82_prime_length,davinci,remove,0.09,NA,NA
swift,HumanEval_28_concatenate,incoder,reworded,1.00,1.00,1.00
cpp,HumanEval_95_check_dict_case,davinci,remove,0.03,NA,NA
cpp,HumanEval_134_check_if_last_char_is_a_letter,davinci,remove,0.29,NA,NA
js,HumanEval_80_is_happy,incoder,reworded,0.00,0.00,0.00
java,HumanEval_48_is_palindrome,incoder,reworded,0.35,1.00,1.00
java,HumanEval_75_is_multiply_prime,incoder,transform,0.00,NA,NA
d,HumanEval_75_is_multiply_prime,incoder,transform,0.00,NA,NA
d,HumanEval_80_is_happy,incoder,transform,0.00,NA,NA
d,HumanEval_138_is_equal_to_sum_even,incoder,transform,0.00,NA,NA
jl,HumanEval_60_sum_to_n,incoder,reworded,0.00,0.10,0.75
cpp,HumanEval_123_get_odd_collatz,incoder,transform,0.00,NA,NA
sh,HumanEval_111_histogram,davinci,reworded,0.00,0.00,0.00
php,HumanEval_39_prime_fib,incoder,reworded,0.00,0.00,0.00
rkt,HumanEval_122_add_elements,incoder,transform,0.00,NA,NA
rs,HumanEval_54_same_chars,davinci,transform,0.00,NA,NA
py,HumanEval_108_count_nums,incoder,remove,0.00,NA,NA
php,HumanEval_144_simplify,incoder,remove,0.00,NA,NA
d,HumanEval_83_starts_one_ends,incoder,reworded,0.00,0.00,0.00
rs,HumanEval_63_fibfib,incoder,reworded,0.58,0.81,1.00
ts,HumanEval_23_strlen,incoder,transform,1.00,NA,NA
r,HumanEval_129_minPath,incoder,transform,0.00,NA,NA
rb,HumanEval_70_strange_sort_list,incoder,reworded,0.00,0.00,0.00
d,HumanEval_144_simplify,davinci,reworded,0.00,0.00,0.00
go,HumanEval_84_solve,incoder,transform,0.00,NA,NA
cs,HumanEval_143_words_in_sentence,incoder,remove,0.00,NA,NA
d,HumanEval_23_strlen,davinci,reworded,0.95,1.00,1.00
js,HumanEval_130_tri,incoder,keep,0.00,NA,NA
go,HumanEval_52_below_threshold,davinci,transform,1.00,NA,NA
jl,HumanEval_39_prime_fib,davinci,reworded,0.00,0.00,0.00
lua,HumanEval_21_rescale_to_unit,incoder,keep,0.00,NA,NA
java,HumanEval_68_pluck,incoder,remove,0.02,NA,NA
scala,HumanEval_98_count_upper,incoder,remove,0.02,NA,NA
swift,HumanEval_9_rolling_max,incoder,remove,0.00,NA,NA
lua,HumanEval_8_sum_product,davinci,remove,0.00,NA,NA
lua,HumanEval_36_fizz_buzz,davinci,reworded,0.25,0.62,1.00
d,HumanEval_92_any_int,davinci,transform,0.00,NA,NA
go,HumanEval_75_is_multiply_prime,davinci,remove,0.01,NA,NA
rb,HumanEval_118_get_closest_vowel,incoder,reworded,0.00,0.00,0.00
go,HumanEval_104_unique_digits,incoder,remove,0.00,NA,NA
jl,HumanEval_61_correct_bracketing,incoder,reworded,0.00,0.00,0.00
lua,HumanEval_81_numerical_letter_grade,davinci,reworded,0.04,0.85,1.00
go,HumanEval_28_concatenate,incoder,reworded,0.09,0.94,1.00
swift,HumanEval_103_rounded_avg,davinci,keep,0.00,NA,NA
go,HumanEval_100_make_a_pile,davinci,reworded,0.10,0.80,1.00
rkt,HumanEval_76_is_simple_power,davinci,keep,0.70,NA,NA
cpp,HumanEval_143_words_in_sentence,incoder,transform,0.00,NA,NA
js,HumanEval_28_concatenate,davinci,remove,1.00,NA,NA
rs,HumanEval_120_maximum,davinci,keep,0.00,NA,NA
cpp,HumanEval_0_has_close_elements,davinci,keep,0.90,NA,NA
pl,HumanEval_66_digitSum,davinci,remove,0.93,NA,NA
rkt,HumanEval_57_monotonic,davinci,remove,0.01,NA,NA
java,HumanEval_19_sort_numbers,davinci,keep,0.01,NA,NA
rb,HumanEval_73_smallest_change,incoder,transform,0.00,NA,NA
rb,HumanEval_108_count_nums,incoder,reworded,0.00,0.00,0.00
r,HumanEval_134_check_if_last_char_is_a_letter,davinci,keep,0.01,NA,NA
d,HumanEval_61_correct_bracketing,incoder,transform,0.00,NA,NA
r,HumanEval_67_fruit_distribution,incoder,reworded,0.00,0.00,0.00
r,HumanEval_81_numerical_letter_grade,incoder,reworded,0.00,0.00,0.00
go,HumanEval_68_pluck,davinci,keep,0.36,NA,NA
lua,HumanEval_60_sum_to_n,davinci,keep,1.00,NA,NA
jl,HumanEval_9_rolling_max,davinci,reworded,0.05,0.93,1.00
scala,HumanEval_31_is_prime,davinci,keep,0.55,NA,NA
rkt,HumanEval_155_even_odd_count,incoder,transform,0.00,NA,NA
js,HumanEval_126_is_sorted,davinci,transform,0.00,NA,NA
rb,HumanEval_5_intersperse,davinci,transform,0.24,NA,NA
ts,HumanEval_45_triangle_area,davinci,remove,0.99,NA,NA
rkt,HumanEval_148_bf,davinci,reworded,0.00,0.00,0.00
lua,HumanEval_37_sort_even,davinci,reworded,0.00,0.00,0.00
cpp,HumanEval_28_concatenate,incoder,remove,1.00,NA,NA
rb,HumanEval_87_get_row,davinci,reworded,0.96,1.00,1.00
cs,HumanEval_129_minPath,davinci,remove,0.00,NA,NA
rkt,HumanEval_86_anti_shuffle,davinci,remove,0.00,NA,NA
ts,HumanEval_136_largest_smallest_integers,incoder,reworded,0.00,0.05,0.50
sh,HumanEval_155_even_odd_count,incoder,keep,0.00,NA,NA
lua,HumanEval_90_next_smallest,davinci,transform,0.00,NA,NA
rkt,HumanEval_122_add_elements,davinci,transform,0.12,NA,NA
java,HumanEval_104_unique_digits,incoder,remove,0.00,NA,NA
rkt,HumanEval_138_is_equal_to_sum_even,incoder,remove,0.00,NA,NA
java,HumanEval_152_compare,davinci,transform,1.00,NA,NA
rb,HumanEval_104_unique_digits,davinci,reworded,0.99,1.00,1.00
cs,HumanEval_133_sum_squares,davinci,transform,0.98,NA,NA
jl,HumanEval_27_flip_case,davinci,transform,0.11,NA,NA
go,HumanEval_82_prime_length,davinci,keep,0.08,NA,NA
py,HumanEval_147_get_max_triples,davinci,remove,0.85,NA,NA
d,HumanEval_10_make_palindrome,davinci,transform,0.00,NA,NA
php,HumanEval_84_solve,incoder,reworded,0.00,0.00,0.00
sh,HumanEval_8_sum_product,davinci,transform,0.00,NA,NA
pl,HumanEval_46_fib4,davinci,reworded,0.78,1.00,1.00
jl,HumanEval_153_Strongest_Extension,davinci,keep,0.00,NA,NA
